content,at,appVersion,POSITIVE SCORE,NEGATIVE SCORE,NEUTRAL SCORE,COMPOUND SCORE,Sentiment
Why there is no option to adjust quality in videod and live stream,2021-08-25 13:24:05,3.2.3,0.0,15.5,84.5,-29.599999999999998,Negative
,2021-08-24 14:26:01,3.2.3,0.0,0.0,0.0,0.0,Neutral
No bollywood,2021-08-22 13:36:05,3.2.1,0.0,68.8,31.2,-29.599999999999998,Negative
It is not responding and not signing in,2021-08-22 09:03:23,3.2.3,0.0,0.0,100.0,0.0,Neutral
App is not working,2021-08-21 20:32:58,3.2.3,0.0,0.0,100.0,0.0,Neutral
Too many errors in the app it is down for number days till now  i subscribed to watch the big bang theory and they removed it so i decided to watch the office and it stopped working worst experience ever and w waste of money,2021-08-19 19:17:14,3.2.3,2.6,22.6,74.7,-87.2,Negative
number You can not rename a profile number Tv casting does not work Whenever I cast to the tv it disconnect,2021-08-19 06:46:35,3.2.3,13.3,0.0,86.7,15.310000000000002,Positive
Great App  similar to Netflix but with additional LiveTV,2021-08-13 21:24:24,3.2.3,24.2,0.0,75.8,37.16,Positive
,2021-08-13 05:30:08,3.2.3,0.0,0.0,0.0,0.0,Neutral
thumbs down worse app never subscribe,2021-08-11 02:32:21,3.2.3,0.0,38.3,61.7,-47.67,Negative
Very good App,2021-08-09 10:08:49,3.2.3,61.5,0.0,38.5,49.27,Positive
we want cartoon network mena Arabic pls,2021-08-08 12:45:43,3.2.3,34.2,0.0,65.8,15.310000000000002,Positive
red heartcherry blossomrose,2021-08-07 06:15:52,3.2.3,0.0,0.0,100.0,0.0,Neutral
It crash when I open it,2021-08-05 21:55:49,,0.0,40.300000000000004,59.699999999999996,-40.19,Negative
,2021-08-04 15:14:06,3.2.3,0.0,0.0,0.0,0.0,Neutral
Good TV,2021-08-04 13:44:30,3.2.3,74.4,0.0,25.6,44.04,Positive
Very bad app thumbs down This app does not respond at all Whenever I open this app it redirects me to home screen with message showing that jawwy tv is not responding Please folded hands fix this bug I checked this same bug on multiple android devices,2021-08-01 06:04:47,3.2.3,0.0,11.799999999999999,88.2,-69.61,Negative
tried it on two android devices and giving errors when you try to watch,2021-07-29 11:18:13,3.2.3,14.299999999999999,14.299999999999999,71.39999999999999,0.0,Neutral
This a good app,2021-07-29 08:55:33,3.2.3,59.199999999999996,0.0,40.8,44.04,Positive
tagalog movies,2021-07-28 12:38:00,3.2.3,0.0,0.0,100.0,0.0,Neutral
Still not working in my android phone and now not working on pcalways showing error,2021-07-24 07:44:37,3.2.3,0.0,16.2,83.8,-40.19,Negative
The app does not work,2021-07-23 14:03:11,3.2.3,0.0,0.0,100.0,0.0,Neutral
Disgusting app,2021-07-21 00:24:13,,0.0,77.3,22.7,-52.669999999999995,Negative
,2021-07-20 22:43:20,3.2.3,0.0,0.0,0.0,0.0,Neutral
No filter by language casting is hit and miss via both iOS and Android App login does not work on android TV because of screen rendering issue  cannot see the login and password boxes A streaming service must have a well tested app that works on Android TV Apple TV Samsung OS and LG OS Cannot make out if subtitles are available for video or not,2021-07-20 02:27:53,3.2.3,3.1,5.7,91.2,-17.79,Negative
the worest app I have ever installed,2021-07-15 10:35:32,,0.0,0.0,100.0,0.0,Neutral
,2021-07-14 07:56:16,3.2.3,0.0,0.0,0.0,0.0,Neutral
,2021-07-13 07:50:41,3.2.3,0.0,0.0,0.0,0.0,Neutral
This app sucks I tried both iPhone and Android apps and they both suck Do NOT pay for a subscription its not worth it The app keeps crashing and it will not let me watch anything,2021-07-11 04:11:18,3.2.2,3.4000000000000004,18.4,78.2,-69.75,Negative
,2021-07-10 08:54:54,,0.0,0.0,0.0,0.0,Neutral
Content is good the app need more work Downloads need to be on SD card,2021-07-09 19:41:30,3.2.1,17.2,0.0,82.8,44.04,Positive
I am Sorry I Have Problem I Have CN HQ English Audio Track But I Have CN Mena Dual Language CN Mena Arabic  English Audio Tracks,2021-07-07 17:32:20,3.2.2,0.0,13.0,87.0,-25.0,Negative
Do not work broken heart,2021-07-05 16:31:42,3.2.2,39.0,0.0,61.0,37.24,Positive
Best app I have ever seen they have the best movies and series I really appreciate your hard work,2021-07-05 09:55:15,3.2.2,43.7,6.4,49.9,89.4,Positive
very nice interactive app TX stc,2021-07-04 05:21:24,3.2.2,61.3,0.0,38.7,74.5,Positive
Useless,2021-07-01 11:18:36,,0.0,100.0,0.0,-42.15,Negative
Bad app Cannot unsubscribe,2021-06-26 04:36:32,3.2.1,0.0,53.800000000000004,46.2,-54.230000000000004,Negative
,2021-06-21 03:30:46,3.2.1,0.0,0.0,0.0,0.0,Neutral
It is very difficult to renew the subscription,2021-06-20 14:02:55,3.2.1,0.0,28.499999999999996,71.5,-42.01,Negative
Very bad Not working with most of devices no money return very bad technical support,2021-06-19 07:24:48,3.2.1,12.3,41.9,45.800000000000004,-79.56,Negative
This app it is good It has streaming channels such as osn art and national geographic channels but some channels that is not included like MBC channels and crime investigation I have bad experience using on phone or TV up and it has issue and buffering while watching channels or movies There are no new movies or TV shows Movies subtitles and TV shows are very small font and cannot be change I suggest to make this app better for experience,2021-06-18 02:41:36,3.2.1,6.2,16.0,77.9,-87.97,Negative
Great service  ultimate entertainment app,2021-06-16 06:21:47,3.2.1,69.69999999999999,0.0,30.3,78.45,Positive
Thank you ribbon,2021-06-13 11:11:20,3.2.1,55.60000000000001,0.0,44.4,36.120000000000005,Positive
slightly smiling face,2021-06-12 12:44:49,3.2.1,57.49999999999999,0.0,42.5,40.33,Positive
Nice application but if only you can add more Egyptian tv shows to the app like the Ramadan Egyptian tv showsnot the old ones but the new ones  red heart,2021-06-10 10:23:58,3.2.1,15.5,0.0,84.5,63.1,Positive
STC,2021-06-08 21:39:46,,0.0,0.0,100.0,0.0,Neutral
I hope you will add HBO TLC DESCAVARY classic nashional graphics,2021-06-06 21:00:15,3.2.1,24.4,0.0,75.6,44.04,Positive
For samsung galaxy snumber Ultra the Frame shows zoomed screen not able to see the full fit screen,2021-06-06 15:35:45,,12.8,0.0,87.2,36.120000000000005,Positive
,2021-06-06 14:40:58,3.2.0,0.0,0.0,0.0,0.0,Neutral
,2021-06-04 17:52:35,3.2.0,0.0,0.0,0.0,0.0,Neutral
Very very very very baaaaaaad,2021-06-03 00:21:15,3.2.0,0.0,0.0,100.0,0.0,Neutral
,2021-06-01 03:35:19,2.11.0,0.0,0.0,0.0,0.0,Neutral
I Cannot cast it on my tv and there is no app for smart tv Content is good but only works on mobile Useless,2021-05-31 11:55:20,3.2.0,13.5,18.9,67.60000000000001,-36.120000000000005,Negative
,2021-05-28 07:51:06,3.2.0,0.0,0.0,0.0,0.0,Neutral
Bad application,2021-05-27 16:40:15,3.2.0,0.0,77.8,22.2,-54.230000000000004,Negative
Not good yet,2021-05-27 07:18:11,3.2.0,0.0,54.6,45.4,-34.12,Negative
,2021-05-26 12:33:31,,0.0,0.0,0.0,0.0,Neutral
thumbs down mediumlight skin tonethumbs down mediumlight skin tonethumbs down mediumlight skin tonethumbs down mediumlight skin tonethumbs down mediumlight skin tone,2021-05-26 05:35:40,3.2.0,0.0,0.0,100.0,0.0,Neutral
Good content but the app and the interface are very poor need more work on the app,2021-05-25 14:07:19,3.2.0,9.1,21.3,69.6,-56.32,Negative
many issues,2021-05-22 17:52:33,3.2.0,0.0,0.0,100.0,0.0,Neutral
Does not support control of quality of videos Does not support more than user in same time,2021-05-21 07:42:28,,0.0,23.1,76.9,-54.48,Negative
,2021-05-21 05:47:30,3.2.0,0.0,0.0,0.0,0.0,Neutral
It is very bad app most of time the app stop also the tv list less than the one come with Home landline,2021-05-19 15:20:05,3.2.0,0.0,22.2,77.8,-71.78,Negative
new moon faceface with tears of joy,2021-05-18 10:24:39,,35.5,17.8,46.7,44.04,Positive
,2021-05-17 13:39:36,3.2.0,0.0,0.0,0.0,0.0,Neutral
,2021-05-16 23:38:36,3.0.0,0.0,0.0,0.0,0.0,Neutral
One of the best streaming service app I have been used I think this the best streaming service with valueforprice rate I loved the provided live channels also They combine more than one paid channel packages such as OSN ART Discovery DISNEY etc It lacks the ability to resume movies and series from where I stopped last time This service just need to add some sports channels to its list of live channels and it will beat other services,2021-05-16 07:58:42,3.2.0,16.900000000000002,2.1999999999999997,80.9,92.86999999999999,Positive
why subscription,2021-05-16 07:31:10,,0.0,0.0,100.0,0.0,Neutral
keeps crashing,2021-05-15 17:30:05,3.2.0,0.0,0.0,100.0,0.0,Neutral
Cool app thanx for a new fauters,2021-05-14 17:52:39,,31.5,0.0,68.5,31.819999999999997,Positive
,2021-05-14 12:55:01,3.2.0,0.0,0.0,0.0,0.0,Neutral
,2021-05-14 12:36:31,3.0.0,0.0,0.0,0.0,0.0,Neutral
App does not even work When i subscribe keeps saying entered wrong code I do not think your developers know what they are doing How are you supposed to compete the international competitors,2021-05-14 02:05:24,3.2.0,0.0,9.4,90.60000000000001,-47.67,Negative
WORST APP EVER the live tv suddenly not working and say this content is not available in your country,2021-05-13 19:04:34,3.2.0,0.0,21.2,78.8,-70.34,Negative
Tv app does not work,2021-05-13 08:42:41,3.2.0,0.0,0.0,100.0,0.0,Neutral
Poor app keeps sending error message changed my subscription without notice thumbs down,2021-05-11 16:41:16,3.2.0,0.0,34.5,65.5,-70.03,Negative
Does not open,2021-05-11 07:05:21,3.2.0,0.0,0.0,100.0,0.0,Neutral
The app is not working from the first time I open it  its an failed application,2021-05-11 01:14:27,,0.0,19.1,80.9,-51.06,Negative
One star because i cannot give ZERO The app is not working installed it for minutes and it did not work at all,2021-05-10 08:56:05,3.2.0,0.0,0.0,100.0,0.0,Neutral
not even install on my phone not recommended every time error message,2021-05-09 23:12:51,,0.0,30.0,70.0,-50.93,Negative
The app does not work on mate number pro,2021-05-09 12:49:10,3.2.0,14.000000000000002,0.0,86.0,7.720000000000001,Positive
,2021-05-09 11:00:09,3.2.0,0.0,0.0,0.0,0.0,Neutral
,2021-05-06 10:01:45,3.1.0,0.0,0.0,0.0,0.0,Neutral
Really really excellent,2021-05-06 05:03:40,3.1.0,68.10000000000001,0.0,31.900000000000002,64.53,Positive
my account works on the website while stopped working in the app when using wifi  tells me no internet connection when opening live tv or videi but works with cellular data,2021-05-03 18:02:16,3.1.0,0.0,9.5,90.5,-26.169999999999998,Negative
Usually the app stops suddenly and has some technical issues that shall be resolved before releasing Really it was very bad experience and under expectations,2021-04-30 23:51:12,3.1.0,5.800000000000001,18.5,75.6,-57.089999999999996,Negative
From the beginning of Ramadan the app stop casting I tried everything nothing works The biggest concern that no one tell me wts the problem or help  I tried Twitter email and chatting no response,2021-04-29 05:40:13,3.1.0,6.800000000000001,23.3,70.0,-68.08,Negative
Like it,2021-04-28 00:38:33,3.1.0,71.39999999999999,0.0,28.599999999999998,36.120000000000005,Positive
the good doctor,2021-04-27 13:47:03,,59.199999999999996,0.0,40.8,44.04,Positive
,2021-04-27 08:52:08,3.1.0,0.0,0.0,0.0,0.0,Neutral
old app,2021-04-26 20:52:00,,0.0,0.0,100.0,0.0,Neutral
I give five star because this app have nice movies and low cost,2021-04-24 20:35:08,3.1.0,18.8,14.099999999999998,67.10000000000001,17.79,Positive
App is very bad it keeps saying no internet connection,2021-04-24 15:29:41,3.1.0,0.0,42.8,57.199999999999996,-71.78,Negative
The service suddenly stopped working and non of the live tv channel is working It is a waste of money I contacted the support about a week ago and never heard back from them,2021-04-24 07:22:30,3.1.0,7.6,13.3,79.10000000000001,-25.0,Negative
Not working at all,2021-04-21 13:35:24,3.1.0,0.0,0.0,100.0,0.0,Neutral
I had a bad experience with the team support,2021-04-19 12:23:58,3.1.0,24.099999999999998,31.2,44.6,-20.23,Negative
Application crash many times,2021-04-19 09:52:42,3.1.0,0.0,47.4,52.6,-40.19,Negative
Alot of bugs,2021-04-19 07:23:14,3.1.0,0.0,0.0,100.0,0.0,Neutral
The app does not work at all,2021-04-19 03:37:14,,0.0,0.0,100.0,0.0,Neutral
Very good app real TV,2021-04-19 03:35:12,3.1.0,44.4,0.0,55.60000000000001,49.27,Positive
Terrible,2021-04-17 18:57:16,,0.0,100.0,0.0,-47.67,Negative
They disturbing customers with their advertisement sms utilising stc customers list,2021-04-17 05:29:19,,0.0,24.8,75.2,-51.06,Negative
,2021-04-16 09:51:36,,0.0,0.0,0.0,0.0,Neutral
It is improving with the contents  the best is many TV channels and movies I want it to provide Indian movies and theaters from Kuwait,2021-04-16 08:41:34,3.1.0,28.299999999999997,0.0,71.7,80.74,Positive
Lagging bad video player,2021-04-15 15:38:53,3.1.0,0.0,73.7,26.3,-68.08,Negative
Have newest movies,2021-04-14 03:44:02,3.1.0,0.0,0.0,100.0,0.0,Neutral
Technical issues,2021-04-13 22:35:32,,0.0,0.0,100.0,0.0,Neutral
Full of bugs Very bad update not casting well Need a lot of enhancements Loading bufferingmost of the time despite the network signal,2021-04-13 12:50:53,,0.0,21.9,78.10000000000001,-68.15,Negative
App did not work in tv boxes and casting not working just sound and keep getting alot technical issue error massage,2021-04-12 03:40:15,3.1.0,0.0,11.899999999999999,88.1,-40.19,Negative
Its good thanx,2021-04-11 23:37:26,,59.199999999999996,0.0,40.8,44.04,Positive
number inception movie not available what app is that,2021-04-11 10:50:29,3.0.0,14.000000000000002,0.0,86.0,7.720000000000001,Positive
Not very user friendly Also it shows errors when trying to play something,2021-04-06 03:30:51,3.0.0,13.600000000000001,29.7,56.699999999999996,-42.8,Negative
Customer service is frustrating  the app does not work always  I cannot log into my account on my computer,2021-04-04 09:44:20,3.0.0,0.0,14.6,85.39999999999999,-44.04,Negative
Bed,2021-04-03 12:26:04,,0.0,0.0,100.0,0.0,Neutral
Very very very bad app with a very unstable poor developed system,2021-04-03 10:56:51,3.0.0,0.0,56.8,43.2,-88.87,Negative
Your app got a very serious technical issues Keep buffering and lag over and over The video player barely opens a time a day Although your platform got an abundance in content but believe me still useless This app really needs alot of bugs fixing and enhancements therefore i will temporarily stop my payment until you are response,2021-04-02 10:51:25,3.0.0,0.0,16.0,84.0,-81.75,Negative
TV casting does not work why,2021-03-29 09:21:15,3.0.0,0.0,0.0,100.0,0.0,Neutral
Crush and does not work on my tevii p number android and not available on samsung smart tv,2021-03-26 06:30:10,,20.4,8.200000000000001,71.39999999999999,34.0,Positive
,2021-03-25 20:03:15,3.0.0,0.0,0.0,0.0,0.0,Neutral
very low audio qualityplease improve audio,2021-03-18 10:16:44,3.0.0,31.2,25.8,43.0,12.98,Positive
No open this app problem,2021-03-18 00:08:43,3.0.0,0.0,62.0,38.0,-59.940000000000005,Negative
It does not open,2021-03-16 15:59:53,3.0.0,0.0,0.0,100.0,0.0,Neutral
The best program for entertainment,2021-03-16 07:14:29,3.0.0,70.0,0.0,30.0,79.06,Positive
Tv casting does not work The app has good content but most of the time I want to share with the family It used to cast to the tv very easily but a few months ago it stopped Whenever I cast to the tv it disconnect the second my program starts,2021-03-14 11:45:37,3.0.0,17.7,4.3,78.10000000000001,74.98,Positive
The app keeps crashing for last two days It takes forever to boot anyway and for two days its not working at all I am unsubscribing,2021-03-14 11:35:16,,0.0,0.0,100.0,0.0,Neutral
Full of bugs and requires lots of attention and further enhancement,2021-03-13 07:49:46,3.0.0,0.0,0.0,100.0,0.0,Neutral
the two stars goes for your bad customer service i have sent you two emails on your customer care account and nobody bothered to respond i have subscribed to your application can watch on my mobile and cast on my my TV however i have downloaded your application on my mi smart tv stick and everytime i want to access my account using the credentials i use to access my account through the mobile app and through my computer i get an error message telling my account does not exist,2021-03-12 00:35:23,3.0.0,7.7,9.1,83.2,-31.819999999999997,Negative
Android TV,2021-03-09 08:51:36,3.0.0,0.0,0.0,100.0,0.0,Neutral
App does not open at all,2021-03-09 08:09:55,3.0.0,0.0,0.0,100.0,0.0,Neutral
Add more shows and more categories also when I cast the app on TV the app forget my preferences for language and I have to select it everytimefix this issue plz,2021-03-08 15:56:32,3.0.0,4.3,6.3,89.4,-15.310000000000002,Negative
Very poor app and support,2021-03-07 11:23:14,2.11.0,29.7,37.3,33.0,-17.61,Negative
,2021-03-04 02:09:27,2.11.0,0.0,0.0,0.0,0.0,Neutral
Easy and running smooth,2021-03-03 01:24:25,2.11.0,49.2,0.0,50.8,44.04,Positive
,2021-03-01 09:38:46,2.11.0,0.0,0.0,0.0,0.0,Neutral
Panties,2021-02-27 20:56:06,,0.0,0.0,100.0,0.0,Neutral
This app and the web site are useless they are so bad  nothing working  logging  Activity tracking  favorite user experience is torturevedio freez every minute even with numbergb fiber still freezing  cheep illegal streaming web sites have better and much more stable streaming and user experience the login and opt validation each time you open the app or the web site  god if they need to teach software engineer a use case about how not to do app or website they can use this useless app,2021-02-27 11:36:54,2.11.0,10.299999999999999,14.899999999999999,74.8,-68.06,Negative
New movies beaming face with smiling eyes,2021-02-26 16:15:10,2.11.0,33.300000000000004,0.0,66.7,45.879999999999995,Positive
I love this app,2021-02-26 13:46:48,,67.7,0.0,32.300000000000004,63.690000000000005,Positive
,2021-02-25 17:21:57,2.11.0,0.0,0.0,0.0,0.0,Neutral
,2021-02-22 13:47:21,2.11.0,0.0,0.0,0.0,0.0,Neutral
TV,2021-02-22 12:31:19,2.11.0,0.0,0.0,100.0,0.0,Neutral
Dear JAWWY TV Team Can we watch hindi channel in JAWWY TV  please update in this option And it includes India Pakistan Bangladesh Sri Lanka Afghanistan the etc add in There are many country people in Saudi Arabia We all enjoy it I am from India How is my suggestion sir Sorry if i have written something wrong sir Please reply me Thank you sir,2021-02-22 01:36:58,2.11.0,17.599999999999998,6.0,76.4,81.76,Positive
Does it work anywhere in the world,2021-02-13 06:24:44,,0.0,0.0,100.0,0.0,Neutral
,2021-02-11 10:06:14,2.11.0,0.0,0.0,0.0,0.0,Neutral
,2021-02-06 03:12:22,2.11.0,0.0,0.0,0.0,0.0,Neutral
,2021-01-31 09:39:18,2.11.0,0.0,0.0,0.0,0.0,Neutral
Good Excellent performance,2021-01-30 15:35:43,2.11.0,86.8,0.0,13.200000000000001,76.5,Positive
Nice apps thanks to STC,2021-01-29 15:10:31,2.11.0,65.5,0.0,34.5,69.08,Positive
,2021-01-27 09:34:12,2.10.4,0.0,0.0,0.0,0.0,Neutral
Interesting,2021-01-25 07:21:21,2.10.4,100.0,0.0,0.0,40.19,Positive
Bad service when renew my subscription the application videos do not play and give me massage as i need to renew my subscription when i send mail for support there is no answer,2021-01-23 15:53:25,2.10.3,7.199999999999999,20.7,72.1,-61.69,Negative
thumbs downthumbs downthumbs downthumbs down,2021-01-23 10:52:01,2.10.4,0.0,0.0,100.0,0.0,Neutral
,2021-01-22 13:27:22,2.10.4,0.0,0.0,0.0,0.0,Neutral
The best TV app ever,2021-01-21 08:31:10,2.9.2,51.2,0.0,48.8,63.690000000000005,Positive
Amazing content accompanied with a cracking app and unhelpful tech support,2021-01-21 06:16:56,2.10.4,44.800000000000004,0.0,55.2,75.79,Positive
Not casting on smat tvs,2021-01-21 06:14:48,2.10.4,0.0,0.0,100.0,0.0,Neutral
it never works in qatar,2021-01-21 03:37:02,,0.0,0.0,100.0,0.0,Neutral
,2021-01-20 06:53:14,2.10.3,0.0,0.0,0.0,0.0,Neutral
Do Not update,2021-01-20 04:20:25,2.10.3,0.0,0.0,100.0,0.0,Neutral
Sound not clear,2021-01-20 01:18:21,2.10.4,0.0,52.2,47.8,-29.24,Negative
I get green screen when I live stream channelsI hope you fix this problemand why ist there mbsnumber and max,2021-01-19 14:09:28,2.10.4,14.6,0.0,85.39999999999999,44.04,Positive
THIS IS A VERY GOOD THING FOR ME BECAUSE IT MAKES YOU FEEL LIKE YOU ARE A VERY GOOD PERSON,2021-01-19 02:05:59,2.10.4,37.2,0.0,62.8,83.54,Positive
,2021-01-19 01:45:36,,0.0,0.0,0.0,0.0,Neutral
,2021-01-18 04:22:48,2.10.4,0.0,0.0,0.0,0.0,Neutral
,2021-01-17 08:21:27,2.10.3,0.0,0.0,0.0,0.0,Neutral
number we still cannot casting to smart TV,2021-01-17 04:19:46,2.10.3,13.600000000000001,23.599999999999998,62.8,-24.01,Negative
The best,2021-01-16 04:29:06,2.10.3,80.80000000000001,0.0,19.2,63.690000000000005,Positive
how can I upgrade my subscription,2021-01-15 23:25:11,,0.0,0.0,100.0,0.0,Neutral
So far so good thumbs up,2021-01-15 15:32:47,2.10.3,44.9,0.0,55.1,62.129999999999995,Positive
Very difficult to find option for payment number weeks i cannot even find option for paymentput something simple for people to make paymentstc pay will be the best for payment,2021-01-15 11:18:16,2.10.3,15.9,12.1,72.1,31.97,Positive
I was fnumberrced tnumber subscribe even if I dnumbernt want tnumber Nnumbert gonumberd experience,2021-01-11 23:33:57,,10.6,0.0,89.4,7.720000000000001,Positive
,2021-01-11 12:36:00,2.10.3,0.0,0.0,0.0,0.0,Neutral
Very nice app,2021-01-11 10:39:24,2.10.3,60.699999999999996,0.0,39.300000000000004,47.54,Positive
Good quality,2021-01-11 04:29:58,2.10.3,74.4,0.0,25.6,44.04,Positive
Pay pay o,2021-01-10 17:50:27,2.10.3,0.0,100.0,0.0,-20.23,Negative
Love it,2021-01-09 02:18:41,2.10.3,80.80000000000001,0.0,19.2,63.690000000000005,Positive
the worst application ever the application does not play movies,2021-01-08 13:43:30,2.10.3,0.0,43.4,56.599999999999994,-72.99,Negative
,2021-01-07 11:30:05,2.10.3,0.0,0.0,0.0,0.0,Neutral
Things changed and my subscription is working properly Thank you Jawwy TV,2021-01-07 09:46:54,2.10.3,18.5,0.0,81.5,36.120000000000005,Positive
very good red heartred heartred heartred heart,2021-01-07 05:09:08,2.10.3,34.699999999999996,0.0,65.3,49.27,Positive
android tv app is too slow and live tv is low quality,2021-01-07 03:43:04,2.10.3,0.0,16.0,84.0,-27.32,Negative
Verry bad apps after they cut my money apps does not work,2021-01-06 06:38:50,,0.0,35.9,64.1,-68.08,Negative
stc      face vomitingsneezing facenauseated face Stc,2021-01-05 09:35:25,2.10.3,0.0,0.0,100.0,0.0,Neutral
Fabulous app with rich content,2021-01-05 03:00:31,2.10.3,70.0,0.0,30.0,79.06,Positive
At the final stage of installation on nvidia shield it gave me a black screen and did not work,2021-01-03 20:09:03,2.10.3,0.0,0.0,100.0,0.0,Neutral
Wonderful app,2021-01-03 08:21:25,2.10.3,78.7,0.0,21.3,57.19,Positive
,2021-01-02 16:42:31,,0.0,0.0,0.0,0.0,Neutral
,2021-01-02 07:22:28,2.10.3,0.0,0.0,0.0,0.0,Neutral
Do not waist the time and money Bs forced free trial sub and will cost unsubscribe all bs channels and old show number stars,2021-01-02 04:08:16,,16.1,10.5,73.4,15.310000000000002,Positive
,2021-01-01 08:47:31,2.10.3,0.0,0.0,0.0,0.0,Neutral
Very bad experience They deducted the fees TWO TIMES on the spot once i added my credit card although the numberst subscription should be for free Also i cannot access my account at all since subscription and every time they are showing that my email is incorrect I think this is a fake app they are fraudsters I cannot reach them at all I sent several mails to them without response I do not recommend They are fake,2021-01-01 08:19:23,2.10.3,6.9,19.400000000000002,73.7,-86.5,Negative
This is a very sad app I am subscribed to alot of streaming services and this is the poorest one I came across I don throw if that is because it just started string in egypt or what  but It lags alot and just stops working and gives an error sometimes The interface itself is very poor l you cannot go to next episode its just VERY BAD,2021-01-01 04:39:41,2.10.3,0.0,31.0,69.0,-97.78999999999999,Negative
netflix,2020-12-31 16:14:08,2.10.3,0.0,0.0,100.0,0.0,Neutral
,2020-12-30 04:10:11,2.10.3,0.0,0.0,0.0,0.0,Neutral
It does not open Application erro every time,2020-12-29 15:40:27,2.10.3,0.0,0.0,100.0,0.0,Neutral
Very good app and decent price but your app on smart TV needs some work especially the subtitles is so small,2020-12-29 14:15:01,2.10.3,22.900000000000002,0.0,77.10000000000001,68.55,Positive
the app keeps shutting downI cannot watch any thing,2020-12-29 11:46:06,2.10.3,0.0,0.0,100.0,0.0,Neutral
I enjoy it,2020-12-29 06:40:45,2.10.3,76.2,0.0,23.799999999999997,49.39,Positive
Very nice thumbs up,2020-12-29 03:14:08,2.9.2,50.8,0.0,49.2,47.54,Positive
Great entertainment,2020-12-28 11:12:46,2.10.3,100.0,0.0,0.0,78.45,Positive
,2020-12-28 04:09:43,,0.0,0.0,0.0,0.0,Neutral
,2020-12-28 00:52:00,2.10.3,0.0,0.0,0.0,0.0,Neutral
it is very nice,2020-12-27 16:47:02,2.10.3,50.8,0.0,49.2,47.54,Positive
Unavailable in countries other than middle east,2020-12-27 10:24:58,2.10.3,0.0,0.0,100.0,0.0,Neutral
The app crashes when I open my account,2020-12-25 18:32:21,2.10.3,0.0,0.0,100.0,0.0,Neutral
,2020-12-24 05:04:31,,0.0,0.0,0.0,0.0,Neutral
it is nice,2020-12-23 09:49:48,2.9.2,58.3,0.0,41.699999999999996,42.15,Positive
number      face with tears of joy     number    number,2020-12-22 15:54:25,2.9.2,61.1,15.1,23.799999999999997,58.589999999999996,Positive
Rarely do i give any app the lowest score possible but surpisingly this one deserves even lower First they lull you in with their competitive pricing according to their spam then you cannot sign up for their limited promo using any number apparently the confirmation sms received is never correct so naturally after countless attempts and getting my number banned i emailed their support again do not expect much of their usage of the word support it is just there for decorative purposes,2020-12-19 03:19:22,,12.4,14.6,73.0,-48.54,Negative
Goooooood,2020-12-18 22:34:08,2.9.2,0.0,0.0,100.0,0.0,Neutral
,2020-12-18 08:09:53,2.9.2,0.0,0.0,0.0,0.0,Neutral
Well They say on facebook ad that it is working in Egypt Well it is not,2020-12-15 10:36:54,2.9.2,23.1,0.0,76.9,49.39,Positive
Baad,2020-12-15 08:08:25,2.9.2,0.0,0.0,100.0,0.0,Neutral
,2020-12-14 23:41:24,2.9.2,0.0,0.0,0.0,0.0,Neutral
Well done easy and smooth,2020-12-13 08:15:20,2.9.2,62.5,0.0,37.5,61.24000000000001,Positive
Simply Great app app  i really appreciate but please add some pakistan channels also,2020-12-13 08:08:44,2.9.2,44.1,0.0,55.900000000000006,78.4,Positive
Content is really good but the app is really bad lots of bugs like hundreds face with steam from nose,2020-12-12 09:51:42,2.9.2,19.400000000000002,18.8,61.7,-21.27,Negative
Dose not open Thanks,2020-12-09 15:35:18,2.9.2,0.0,44.5,55.50000000000001,-34.12,Negative
Slow stram and not stable,2020-12-09 11:57:54,2.9.2,0.0,32.1,67.9,-22.35,Negative
So many missing features first of them the streaming feature to other devices like smart tv television is not available or not fully compatible also no app on smart tv it hard to find specific category it only shows channels number to be exact and there are no favourite or list even though there are multiple files It needs a lot of work they just put couple of channels and live channels from MBC most of it thumbs downthumbs downthumbs downthumbs down,2020-12-09 06:26:07,2.9.2,10.100000000000001,9.700000000000001,80.2,10.13,Positive
No buffering enjoying movies live Tv,2020-12-08 18:00:45,2.9.2,35.4,22.900000000000002,41.699999999999996,29.599999999999998,Positive
downloads,2020-12-08 16:12:50,2.9.2,0.0,0.0,100.0,0.0,Neutral
,2020-12-06 12:39:02,2.9.2,0.0,0.0,0.0,0.0,Neutral
There is a huge need to change subtitles fonts to be a bigger size in app and in your web site,2020-12-03 22:14:34,2.9.2,11.3,0.0,88.7,31.819999999999997,Positive
Excellent and perfect,2020-12-03 21:20:30,,88.1,0.0,11.899999999999999,81.26,Positive
Cool,2020-12-03 13:07:31,2.9.2,100.0,0.0,0.0,31.819999999999997,Positive
,2020-12-02 15:36:44,2.9.2,0.0,0.0,0.0,0.0,Neutral
I like,2020-12-02 09:43:45,,100.0,0.0,0.0,36.120000000000005,Positive
,2020-11-29 09:50:55,,0.0,0.0,0.0,0.0,Neutral
,2020-11-29 09:19:38,2.9.2,0.0,0.0,0.0,0.0,Neutral
Best app,2020-11-27 01:55:46,2.9.2,80.80000000000001,0.0,19.2,63.690000000000005,Positive
It is wonderful,2020-11-25 15:57:26,2.9.2,64.9,0.0,35.099999999999994,57.19,Positive
Experient,2020-11-24 01:33:04,2.9.2,0.0,0.0,100.0,0.0,Neutral
